Na- Joboka,Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
Namtidol,Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
No.1 Singarijan T.E,Sonari S.O (Sibsagar),785690,Mahmora,SIBSAGAR,ASSAM
No.3 Gowala Pothar,Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
Sarupathar Gaon No.2,Sonari S.O (Sibsagar),785690,Mahmora,SIBSAGAR,ASSAM
Dakhin Sonari Habi,Namtola B.O,785690,Sonari,SIBSAGAR,ASSAM
Jalah Gaon,Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
Aideu Bari Habi,Aideopukhuri B.O,785690,Sonari,SIBSAGAR,ASSAM
Bahboria Pathar,Sonari S.O (Sibsagar),785690,Mahmora,SIBSAGAR,ASSAM
Banmukh Chutia,Bengenabari B.O,785690,Sibsagar,SIBSAGAR,ASSAM
No.3 Singarijan T.E,Sonari S.O (Sibsagar),785690,Mahmora,SIBSAGAR,ASSAM
No.4 Gowala Pothar,Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
Purani Joboka,Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
Singoritol Bangali,Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
Sonari Grant,Namtola B.O,785690,Sonari,SIBSAGAR,ASSAM
Uttar Sonari (Pt),Sonari S.O (Sibsagar),785690,Sonari,SIBSAGAR,ASSAM
Bahboria Habi Gaon,Kakotibari B.O,785691,Mahmora,SIBSAGAR,ASSAM
Bali Jan Grant,Bhalukaguri B.O,785691,Sonari,SIBSAGAR,ASSAM
Bangali Gaon,Bhojo S.O,785691,Dimow,SIBSAGAR,ASSAM
Chahni Habi Gaon,Pohuchungi Pather B.O,785691,Mahmora,SIBSAGAR,ASSAM
Deepling Grant,Korokani B.O,785691,Mahmora,SIBSAGAR,ASSAM
Gulbam F V,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Khomon Gaon,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Sibsagar,Miripather B.O,785691,Sibsagar,SIBSAGAR,ASSAM
Timon Habi Grant,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Buragohain Bari,Ronga Bam Habi B.O,785691,Mahmora,SIBSAGAR,ASSAM
Japidhora Gaon,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Kakati Bari Pathar,Kakotibari B.O,785691,Mahmora,SIBSAGAR,ASSAM
Miripathar,Bhojo S.O,785691,Dimow,SIBSAGAR,ASSAM
Thanpathar,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Timon Habi,Timon B.O,785691,Sonari,SIBSAGAR,ASSAM
Kataki Bari,Kakotibari B.O,785691,Nazira,SIBSAGAR,ASSAM
Pahukhowa Doloni,Bhojo S.O,785691,Dimow,SIBSAGAR,ASSAM
Pohuchungi Pathar,Pohuchungi Pather B.O,785691,Mahmora,SIBSAGAR,ASSAM
Singoritol Bangali,Teok Gaon B.O,785691,Sonari,SIBSAGAR,ASSAM
Teok Gaon,Teok Gaon B.O,785691,Sonari,SIBSAGAR,ASSAM
Kachari Pothar,Bhojo S.O,785691,Sonari,SIBSAGAR,ASSAM
Tangia F.V,Deepling B.O,785691,Sonari,SIBSAGAR,ASSAM
Timon Bortani,Bhojo S.O,785691,Sonari,SIBSAGAR,ASSAM
Tiok Bangali,Bhojo S.O,785691,Sonari,SIBSAGAR,ASSAM
Bhojo Gaon & Bhojo Rly. Stn.,Timon B.O,785691,Sonari,SIBSAGAR,ASSAM
Moiramora Handique,Bhojo S.O,785691,Nazira,SIBSAGAR,ASSAM
Rangabam Habi Gaon,Ronga Bam Habi B.O,785691,Mahmora,SIBSAGAR,ASSAM
Rongswal Gaon,Bhojo S.O,785691,Sonari,SIBSAGAR,ASSAM
Rongswal Pathar,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Sibsagar,Bhalukaguri B.O,785691,Sibsagar,SIBSAGAR,ASSAM
Bhalukaguri Habi Gaon,Borahigaon B.O,785691,Mahmora,SIBSAGAR,ASSAM
Bhojo Gaon & Bhojo Rly. Stn.,Bhojo S.O,785691,Sonari,SIBSAGAR,ASSAM
Pohuchungi Gaon,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Sibsagar,Borahigaon B.O,785691,Sibsagar,SIBSAGAR,ASSAM
Sonari,Timon B.O,785691,Sonari,SIBSAGAR,ASSAM
Balijan F.V,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Borbil No.1,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Borbil No.2,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Borpatra Gohain,Bharali Pukhuri B.O,785691,Sibsagar,SIBSAGAR,ASSAM
Kakatibari Grant,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Kurukani F.V,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Rangadaria,Bhojo S.O,785691,Dimow,SIBSAGAR,ASSAM
Sibsagar,Mahmora Balijan B.O,785691,Sibsagar,SIBSAGAR,ASSAM
Bamun Moran,Mahmora Balijan B.O,785691,Sibsagar,SIBSAGAR,ASSAM
Bhojo Gaon & Bhojo Rly. Stn.,Bharali Pukhuri B.O,785691,Sonari,SIBSAGAR,ASSAM
Borah Gaon,Miripather B.O,785691,Sonari,SIBSAGAR,ASSAM
Garkush,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Khomon Pathar,Bhojo S.O,785691,Mahmora,SIBSAGAR,ASSAM
Bagh Moria Gaon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Barbaruakhat,Sapekhati S.O,785692,Sibsagar,SIBSAGAR,ASSAM
Baregaon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Duwari Gaon,Ghaorajaan B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Hawfaw No.3,Dhuniapathar B.O,785692,Sonari,SIBSAGAR,ASSAM
Kharia Bheta,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Nagahat Gaon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Sibsagar,Rahan B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Bhecheli Mari,Barbaruakhat B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Bheseli Pothar,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Hawfaw No.1,Dhuniapathar B.O,785692,Sonari,SIBSAGAR,ASSAM
Kala Kata Gaon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Sal Kathoni T.G,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Bhogbari Gaon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Bortimon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Rupahi Bill,Baruagaon B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Saru Pothar Gaon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Sibsagar,Bhogbari Kanugaon B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Tipomia,Nagahat B.O,785692,Titabor,JORHAT,ASSAM
Akahika Village,Nagahat B.O,785692,Titabor,JORHAT,ASSAM
Borpothar,Baruanagar B.O,785692,Sonari,SIBSAGAR,ASSAM
Kanu Gaon No.6,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Sapekhati Bam,Sapekhati S.O,785692,Dimow,SIBSAGAR,ASSAM
Borbaruakhat No.2,Baruagaon B.O,785692,Sonari,SIBSAGAR,ASSAM
Borsila Grant,Bhogbari Kanugaon B.O,785692,Amguri,SIBSAGAR,ASSAM
Kanu Gaon No.2,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Langpuria,Longpotia B.O,785692,Golaghat,GOLAGHAT,ASSAM
Nowjan,Sapekhati S.O,785692,Sibsagar,SIBSAGAR,ASSAM
Raidang Basti,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Gorongajan Pt.II (Garden),Ghaorajaan B.O,785692,Golaghat,GOLAGHAT,ASSAM
Sapekhati Gaon,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Sonari,Ujanikuri B.O,785692,Sonari,SIBSAGAR,ASSAM
Ujankuri Gaon,Ujanikuri B.O,785692,Sonari,SIBSAGAR,ASSAM
Chatiyana Guri Borah,Chotianaguri B.O,785692,Sonari,SIBSAGAR,ASSAM
Rohan Pothar No.2,Rahan B.O,785692,Sonari,SIBSAGAR,ASSAM
Rohon Pothar No.1,Rahan B.O,785692,Sonari,SIBSAGAR,ASSAM
Bagal Habi,Ouguri Shyam B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Barbaruakhat,Barbaruakhat B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Bhajoni,Dhuniapathar B.O,785692,Sonari,SIBSAGAR,ASSAM
Hawfaw No.2,Dhuniapathar B.O,785692,Sonari,SIBSAGAR,ASSAM
Khokon Pothar F.V,Sapekhati S.O,785692,Sonari,SIBSAGAR,ASSAM
Longpotia & Longpotia Rly. Stn.,Longpotia B.O,785692,Sonari,SIBSAGAR,ASSAM
Sibsagar,Chotianaguri B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Sibsagar,Longpotia B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Sibsagar,Ouguri Shyam B.O,785692,Sibsagar,SIBSAGAR,ASSAM
Barbhuyan Gaon,Borhat S.O,785693,Mahmora,SIBSAGAR,ASSAM
Changmai,Barpatra Te B.O,785693,Nazira,SIBSAGAR,ASSAM
Changmai Gaon,Changmai B.O,785693,Sibsagar,SIBSAGAR,ASSAM
Charaipung No.2,Dillighat B.O,785693,Sonari,SIBSAGAR,ASSAM
Kataky Papang,Borhat S.O,785693,Mahmora,SIBSAGAR,ASSAM
Lefera Gaon,Lefera B.O,785693,Sonari,SIBSAGAR,ASSAM
Lekam Pothar Habi,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Michajan & Borhat Rly. Stn.,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Namoni Changmai,Borhat S.O,785693,Mahmora,SIBSAGAR,ASSAM
No.2 Somdar,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Pachim Nalbari,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Raidongia Gaon,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Raidongia Na-Kachari,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Borhat Habi Gaon,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Kaladubi,Borhat S.O,785693,Mahmora,SIBSAGAR,ASSAM
Medela Jan No.2,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Medelajan No.1,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Nahartoli,Borhat S.O,785693,Mahmora,SIBSAGAR,ASSAM
Sonari,Titlagarh Chariali B.O,785693,Sonari,SIBSAGAR,ASSAM
Uttar Somdar,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Abhoypuria,Deopani Habigaon B.O,785693,Sonari,SIBSAGAR,ASSAM
Baruasali Bagicha,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Dabohi Bil,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Dhonekhona Habi,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Holongamora No.2,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Nahoranibam,Borhat S.O,785693,Dimow,SIBSAGAR,ASSAM
No.2 Konwar,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
barahigaon,Borhat S.O,785693,Nazira,SIBSAGAR,ASSAM
Bhadhara,Barpatra Te B.O,785693,Sibsagar,SIBSAGAR,ASSAM
Dilli Forest Reserve,Dillighat B.O,785693,Sonari,SIBSAGAR,ASSAM
Holonga Mora No.1,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Nagakata Grant,Titlagarh Chariali B.O,785693,Sonari,SIBSAGAR,ASSAM
No.101 F.S Grant,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Tiokia Gaon,Lefera B.O,785693,Sonari,SIBSAGAR,ASSAM
Baruasali Bagicha,Siloni Nagar B.O,785693,Sonari,SIBSAGAR,ASSAM
Chiloni Naga,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Disaw F.V,Borhat S.O,785693,Mahmora,SIBSAGAR,ASSAM
Loholia,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Naga Gaon,Lefera B.O,785693,Sonari,SIBSAGAR,ASSAM
Nahar Pukhuri Konwar Gaon,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
No.1 Somdar Grant,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Chandamonda Changmai,Borhat S.O,785693,Dimow,SIBSAGAR,ASSAM
Charaipung No.1 & Bimalapur,Dillighat B.O,785693,Sonari,SIBSAGAR,ASSAM
Chatiakari,Dillighat B.O,785693,Sonari,SIBSAGAR,ASSAM
Gazuating Grant & Rongsali T E,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Lekam Pathar Habi,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Lukhurakhon,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Medela Jan No.3,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Nagakata Gaon,Lefera B.O,785693,Sonari,SIBSAGAR,ASSAM
Nahatgaraimari,Borhat S.O,785693,Dimow,SIBSAGAR,ASSAM
Samukjan,Borhat S.O,785693,Dimow,SIBSAGAR,ASSAM
Dabolo Habi Gaon,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Dangeri Kumar,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Missamora,Borhat S.O,785693,Nazira,SIBSAGAR,ASSAM
Nagakata Balamia,Titlagarh Chariali B.O,785693,Sonari,SIBSAGAR,ASSAM
Narem Pothar,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
No.2 Dhunia Pothar,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Pub-Nalbaria,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Sibsagar,Lefera B.O,785693,Sibsagar,SIBSAGAR,ASSAM
Ajar Guri,Changmai B.O,785693,Sibsagar,SIBSAGAR,ASSAM
Barua Sali Grant,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Barua Sali Grant,Siloni Nagar B.O,785693,Sonari,SIBSAGAR,ASSAM
Borhat Bagicha,Barua Chali B.O,785693,Sonari,SIBSAGAR,ASSAM
Deopani Habi,Deopani Habigaon B.O,785693,Sonari,SIBSAGAR,ASSAM
Naganadi F.V,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Nahar Pukhuri Changmai Gaon,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Panisaki Grant,Borhat S.O,785693,Sonari,SIBSAGAR,ASSAM
Sibsagar,Barua Chali B.O,785693,Sibsagar,SIBSAGAR,ASSAM
Deroi Deogharia Pathar N.C,Geleky S.O,785696,Mahmora,SIBSAGAR,ASSAM
Hatipoti Grant,Geleky S.O,785696,Nazira,SIBSAGAR,ASSAM
Namdongia,Singyhbill B.O,785696,Nazira,SIBSAGAR,ASSAM
Deogharia Duwarah,Deogharia B.O,785696,Nazira,SIBSAGAR,ASSAM
Dolakharia Gaon,Nazira Dulakakharia B.O,785696,Sonari,SIBSAGAR,ASSAM
Geleki Grant No.2,Geleky S.O,785696,Nazira,SIBSAGAR,ASSAM
Dolakharia Habi,Geleky S.O,785696,Sonari,SIBSAGAR,ASSAM
Lahon Gaon,Singyhbill B.O,785696,Nazira,SIBSAGAR,ASSAM
Namdongia Bongali,Nazira Dulakakharia B.O,785696,Sibsagar,SIBSAGAR,ASSAM
Nazira,Nazira Dulakakharia B.O,785696,Nazira,SIBSAGAR,ASSAM
Dhonekhona Grant,Nazira Dulakakharia B.O,785696,Sonari,SIBSAGAR,ASSAM
Geleki Reserve Forest,Geleky S.O,785696,Nazira,SIBSAGAR,ASSAM
Sibsagar,Hatipoti Grant B.O,785696,Sibsagar,SIBSAGAR,ASSAM
Atkhal Grant No.II,Athkhel B.O,785696,Nazira,SIBSAGAR,ASSAM
Geleki Grant No.1,Singyhbill B.O,785696,Nazira,SIBSAGAR,ASSAM
Atkhal Grant No.I,Athkhel B.O,785696,Nazira,SIBSAGAR,ASSAM
Geleki Grant No.1,Geleky S.O,785696,Nazira,SIBSAGAR,ASSAM
Atkhal Grant No.I,Geleky S.O,785696,Nazira,SIBSAGAR,ASSAM
Dolakakhoria Bam,Deogharia B.O,785696,Nazira,SIBSAGAR,ASSAM
Geleki Jungle,Geleky S.O,785696,Nazira,SIBSAGAR,ASSAM
Haluwa Bhakot,Hatipoti Grant B.O,785696,Sibsagar,SIBSAGAR,ASSAM
Banmukh Chutia,Joirapar B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Banmukh Dihingia,Joirapar B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Da Gaon,Mithapukhuri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Gosain Satra Gaon,Gohaingaon B.O,785697,Golaghat,GOLAGHAT,ASSAM
Merbill,Sukan Pukhuri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Meteka Pathar,Meteka B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Molia Bheta,Meteka B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Nowjan,Namtial Pathar B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Chengli Bari,Kenduguri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Duwari Gaon,Baghshumout B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Gohain Gaon,Gohaingaon B.O,785697,Sarupathar,GOLAGHAT,ASSAM
No.2 Konwer Gaon,Khemon B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Akhoi Phutia,Akhoi Phutia B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Bhitarual,Akhoi Phutia B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Kamar Phodia,Arjun Guri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Majpothar,Messagarh B.O,785697,Mahmora,SIBSAGAR,ASSAM
Sukan Pukhuri,Sukan Pukhuri B.O,785697,Dimow,SIBSAGAR,ASSAM
Arjun Guri,Arjun Guri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Boka Bill,Mithapukhuri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Buragohain Bari,Messagarh B.O,785697,Mahmora,SIBSAGAR,ASSAM
Gohain Gaon,Ongc Colony S.O,785697,Dimow,SIBSAGAR,ASSAM
Gohain Gaon,Ongc Colony S.O,785697,Sibsagar,SIBSAGAR,ASSAM
Gondhia,Kenduguri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
khamun,Khemon B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Sibsagar,Messagarh B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Sibsagar,Namtial Pathar B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Tamuli Phukhuri,Kenduguri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Barhoiting,Barhoiting B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Borpatra Gohain,Mithapukhuri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Changmai Gaon,Amkotia B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Duwari Gaon,Duliagaon B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Gohain Gaon,Ongc Colony S.O,785697,Sonari,SIBSAGAR,ASSAM
Amkotia Gohain,Ongc Colony S.O,785697,Nazira,SIBSAGAR,ASSAM
Chetia,Bogidole B.O,785697,Dimow,SIBSAGAR,ASSAM
Gohain Gaon,Messagarh B.O,785697,Dimow,SIBSAGAR,ASSAM
Khamun,Ongc Colony S.O,785697,Dimow,SIBSAGAR,ASSAM
Namtiyal Pathar,Namtial Pathar B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Sibsagar,Joirapar B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Sibsagar,Mithapukhuri B.O,785697,Sibsagar,SIBSAGAR,ASSAM
Nazira,Lakwah R.S. S.O,785698,Nazira,SIBSAGAR,ASSAM
Sibsagar,Silakuti B.O,785698,Sibsagar,SIBSAGAR,ASSAM
Silakuti Bhakat Gaon,Silakuti B.O,785698,Sonari,SIBSAGAR,ASSAM
Garahmurh,Kanaighat B.O,785699,Bokakhat,GOLAGHAT,ASSAM
Rangbong Pathar No.5,Kanaighat B.O,785699,Golaghat,GOLAGHAT,ASSAM
No.1 Rangbong Pathar,Kanaighat B.O,785699,Golaghat,GOLAGHAT,ASSAM
Kanaighat.,Numaligarh Refinery Project S.O,785699,Golaghat,GOLAGHAT,ASSAM
No.2 Panka Gaon,Kanaighat B.O,785699,Golaghat,GOLAGHAT,ASSAM
No.1 Panka Gaon,Kanaighat B.O,785699,Golaghat,GOLAGHAT,ASSAM
Karaniholla,Kanaighat B.O,785699,Bokakhat,GOLAGHAT,ASSAM
Diha Bagisha Bangali Gaon,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
Gayan Gaon,Hulalbari B.O,785700,Jorhat East,JORHAT,ASSAM
Kopora Dhora Gaon,Lahdoigarh Chariali S.O,785700,Jorhat East,JORHAT,ASSAM
Desoi Reserve Forest,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
Holongpar Grant,Hulalbari B.O,785700,Teok,JORHAT,ASSAM
Desoi Cha Bagisa,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
Tinikuria Dhekia Khowa,Dhekiakhowa B.O,785700,Jorhat East,JORHAT,ASSAM
Bormoinaparia Gaon,Lahdoigarh Chariali S.O,785700,Jorhat East,JORHAT,ASSAM
Bam-Dhekia Khowa,Lahdoigarh Chariali S.O,785700,Jorhat East,JORHAT,ASSAM
Jorhat East,Lahdoigarh Chariali S.O,785700,Jorhat East,JORHAT,ASSAM
Meteli Gaon,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
Norahiloidori Gaon,Kopradhara B.O,785700,Teok,JORHAT,ASSAM
Holongpar Forest Reserve,Hulalbari B.O,785700,Teok,JORHAT,ASSAM
No.1 Fesualkhat Gaon,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
No.2 Fesual Khat Gaon,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
Nora Gaon,Meleng Te B.O,785700,Teok,JORHAT,ASSAM
Pheumukali Pathar,Lahdoigarh Chariali S.O,785700,Jorhat East,JORHAT,ASSAM
Dhekia Khowa Gaon,Lahdoigarh Chariali S.O,785700,Jorhat East,JORHAT,ASSAM
Jorhat East,Meleng Te B.O,785700,Jorhat East,JORHAT,ASSAM
Na Pam Guhain Gaon,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
No.78 Meleng Grant,Lahdoigarh Chariali S.O,785700,Teok,JORHAT,ASSAM
Sorumona Poria,Lahdoigarh Chariali S.O,785700,Jorhat East,JORHAT,ASSAM
Ali Chiga,Singhaduar B.O,785701,Sibsagar,SIBSAGAR,ASSAM
Bhadhara,Bhadhara B.O,785701,Sibsagar,SIBSAGAR,ASSAM
Kachari,Nogagaon B.O,785701,Nazira,SIBSAGAR,ASSAM
Kheluwa,Hahchara S.O,785701,Sibsagar,SIBSAGAR,ASSAM
Sibsagar,Bhadhara B.O,785701,Sibsagar,SIBSAGAR,ASSAM
Amguri,Hahchara S.O,785701,Amguri,SIBSAGAR,ASSAM
Chetia,Daya Chariali B.O,785701,Nazira,SIBSAGAR,ASSAM
Chetia Koiboria,Cherekapar B.O,785701,Sibsagar,SIBSAGAR,ASSAM
Dhakeri,Daya Chariali B.O,785701,Nazira,SIBSAGAR,ASSAM
Kahcari Bam Pathar,Nogagaon B.O,785701,Mahmora,SIBSAGAR,ASSAM
Nimai Jan,Hahchara S.O,785701,Sibsagar,SIBSAGAR,ASSAM
Amguri,Singhaduar B.O,785701,Amguri,SIBSAGAR,ASSAM
Chengli Bari,Cherekapar B.O,785701,Sibsagar,SIBSAGAR,ASSAM
Lutum,Daya Chariali B.O,785701,Nazira,SIBSAGAR,ASSAM
Khalua,Khelua B.O,785701,Nazira,SIBSAGAR,ASSAM
Sibsagar,Nogagaon B.O,785701,Sibsagar,SIBSAGAR,ASSAM
Jathipotia,Daya Chariali B.O,785701,Nazira,SIBSAGAR,ASSAM
Labang,Daya Chariali B.O,785701,Nazira,SIBSAGAR,ASSAM
Athgaon,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Chotojan Kathani Pathar Gaon,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Da-Samua,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Dhansiripar Gaon,Adharsatra B.O,785702,Golaghat,GOLAGHAT,ASSAM
Kochari Gaon,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Konwari Pathar,Ultajaan B.O,785702,Golaghat,GOLAGHAT,ASSAM
No.1 Hautoly Habi (Hautoly Habi),Howtoly B.O,785702,Khumtai,GOLAGHAT,ASSAM
No.2 Hautoly Habi,Howtoly B.O,785702,Khumtai,GOLAGHAT,ASSAM
Padumoni,Padumani B.O,785702,Golaghat,GOLAGHAT,ASSAM
Bengenakhowa Grant,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Bengkhati,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Bocha Gaon,Melamora B.O,785702,Golaghat,GOLAGHAT,ASSAM
Gorongajan Pt.I (Bagan),Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Hautoley Grant (Abhoijan T.E.),Howtoly B.O,785702,Khumtai,GOLAGHAT,ASSAM
No.2 Doigrang,Doigrung B.O,785702,Golaghat,GOLAGHAT,ASSAM
No.2 Murphulani,Murphulani B.O,785702,Golaghat,GOLAGHAT,ASSAM
Santipur No.2,Marangi B.O,785702,Golaghat,GOLAGHAT,ASSAM
Tarphat,Bamborahi B.O,785702,Golaghat,GOLAGHAT,ASSAM
Telia Gaon,Marangi Chariali B.O,785702,Golaghat,GOLAGHAT,ASSAM
Garigaon,Barpatharua B.O,785702,Golaghat,GOLAGHAT,ASSAM
Golaghat,Marangi Chariali B.O,785702,Golaghat,GOLAGHAT,ASSAM
Golampatty,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Hautoley Grant,Howtoly B.O,785702,Khumtai,GOLAGHAT,ASSAM
Kocharisuk,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Na-Pamua,Adharsatra B.O,785702,Golaghat,GOLAGHAT,ASSAM
Rajabari Panjan,Marangi B.O,785702,Titabor,JORHAT,ASSAM
Arunudoi,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Bengenakhowa,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Bijoypur,Ultajaan B.O,785702,Golaghat,GOLAGHAT,ASSAM
Bongaon,Padumani B.O,785702,Golaghat,GOLAGHAT,ASSAM
Borpothorua,Bengenakhowa S.O,785702,Golaghat,GOLAGHAT,ASSAM
Golaghat,Moukhowa B.O,785702,Golaghat,GOLAGHAT,ASSAM
Raidangia Gaon,Barpatharua B.O,785702,Golaghat,GOLAGHAT,ASSAM
Rupkolia,Barpatharua B.O,785702,Golaghat,GOLAGHAT,ASSAM
