Bakheta(51),Bakheta B.O,124406,Rohtak,ROHTAK,HARYANA
Morkheri(48),Morekheri B.O,124406,Rohtak,ROHTAK,HARYANA
Ghari Balab(120),Garhi Ballab B.O,124411,Rohtak,ROHTAK,HARYANA
Banyani(123),Banyani B.O,124411,Rohtak,ROHTAK,HARYANA
Patwapur(121),Patwapur B.O,124411,Rohtak,ROHTAK,HARYANA
Lahli(124),Lahli B.O,124411,Rohtak,ROHTAK,HARYANA
Jaithpur,Garhi Ballab B.O,124411,Rohtak,ROHTAK,HARYANA
Taimurpur(113),Garhi Ballab B.O,124411,Rohtak,ROHTAK,HARYANA
Anwal(125),Anwal S.O,124411,Rohtak,ROHTAK,HARYANA
Balab(112),Garhi Ballab B.O,124411,Rohtak,ROHTAK,HARYANA
Muradpur Tekna(100),Lahli B.O,124411,Maham,ROHTAK,HARYANA
Masudpur(110),Dharana B.O,124412,Rohtak,ROHTAK,HARYANA
Gurnauthi(105),Garnauthi B.O,124412,Rohtak,ROHTAK,HARYANA
Kakrana(104),Kakrana B.O,124412,Rohtak,ROHTAK,HARYANA
Sundana(111),Sundana B.O,124412,Rohtak,ROHTAK,HARYANA
Chimni(132),Chimni B.O,124412,Beri,JHAJJAR,HARYANA
Kahnaur(114),Kahnaur S.O,124412,Rohtak,ROHTAK,HARYANA
Dhurana(131),Dharana B.O,124412,Beri,JHAJJAR,HARYANA
Asanda(23),Sampla S.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Ismaila-11B(37),Ismaila B.O,124501,Rohtak,ROHTAK,HARYANA
Bhainsru Kalan(30),Bhainsru Kalan B.O,124501,Rohtak,ROHTAK,HARYANA
Rohad(25),Rohad B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Atail(46),Atail B.O,124501,Rohtak,ROHTAK,HARYANA
Bhainsru Khurd(31),Bhainsru Kalan B.O,124501,Rohtak,ROHTAK,HARYANA
Dahkora(26),Dehkora B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Gandhra(44),Gandhra B.O,124501,Rohtak,ROHTAK,HARYANA
Kisranti(47),Atail B.O,124501,Rohtak,ROHTAK,HARYANA
Mattan(20),Matan B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Garhi Sampla,Sampla S.O,124501,Rohtak,ROHTAK,HARYANA
Kultana(16),Kultana B.O,124501,Rohtak,ROHTAK,HARYANA
Majra Asanda(24),Garhi B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Nunond(43),Nonand B.O,124501,Rohtak,ROHTAK,HARYANA
Sampla(36),Sampla S.O,124501,Rohtak,ROHTAK,HARYANA
Naya Bans(33),Naya Bans B.O,124501,Rohtak,ROHTAK,HARYANA
Asmayalpur(79),Ismaila B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Ismaila 9-B(38),Ismaila B.O,124501,Rohtak,ROHTAK,HARYANA
Bhaproda(22),Bhaproda B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Garhi Sampla(35),Garhi B.O,124501,Rohtak,ROHTAK,HARYANA
Gijji(32),Gijhi B.O,124501,Rohtak,ROHTAK,HARYANA
Loharheri(27),Loharheri B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Chulliana(39),Chuliyana B.O,124501,Rohtak,ROHTAK,HARYANA
Dataur(45),Gijhi B.O,124501,Rohtak,ROHTAK,HARYANA
Dewana(3),Chuliyana B.O,124501,Beri,JHAJJAR,HARYANA
Kharhar(21),Kharhar B.O,124501,Bahadurgarh,JHAJJAR,HARYANA
Matana(109),Matan B.O,124501,Rohtak,ROHTAK,HARYANA
Chhara(17),Charra S.O,124504,Bahadurgarh,JHAJJAR,HARYANA
Rewari Khera(19),Rewari Khera B.O,124504,Bahadurgarh,JHAJJAR,HARYANA
Chhudani(93),Chudani B.O,124504,Bahadurgarh,JHAJJAR,HARYANA
Barahi(40),Barahi B.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Asoda Todran(28),Assaudha S.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Barahi(40),Assaudha S.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Jasaurkheri(17),Jassaur Kheri B.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Kulasi(30),Kulasi B.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Asauda sewan (29),Assaudha S.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Jakhauda(41),Jakhauda B.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Kheri Jasaur(18),Jassaur Kheri B.O,124505,Bahadurgarh,JHAJJAR,HARYANA
Mandothi(53),Mandothi S.O,124506,Bahadurgarh,JHAJJAR,HARYANA
Silothi(54),Mandothi S.O,124506,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,Bahadurgarh H.O,124507,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,"Main Bazar, Bahadurgarh S.O",124507,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,Line Par Bahadurgarh S.O,124507,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,Bahadurgarh Sector 6 S.O,124507,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,I.A.Bahadurgarh S.O,124507,Bahadurgarh,JHAJJAR,HARYANA
Dulhera(56),Dulhera B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Lowa Kalan(65),Lowa Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Sarai Aurangabad(44),Kassar B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Agarpur(14),Sankhol B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,Bahadurgarh Mandi S.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,Sankhol B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Daboda Kalan(51),Daboda Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Luksar(68),Luksar B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Goela Kalan(58),Goela Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Kherka Gujar(57),Dulhera B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Zardakpur(61),Soldha B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Habibpur Viran(90),Goela Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Lawa Khurd(47),Lowa Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Lowa Khurd,Noona Majra B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Barkatabad(63),Soldha B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Desalpur(48),Noona Majra B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Shidipur(67),Lowa Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Daboda Khurd (49),Daboda Khurd B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Gangarwa(69),Soldha B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Isarheri(66),Lowa Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Kasar(43),Kassar B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Kharman(55),Kharman B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Mahandipur(50),Daboda Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Nuna Majra(46),Noona Majra B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Sidipur,Lowa Kalan B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Soldha(62),Soldha B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Bahadurgarh,Dulhera B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Isarhera(243),Lowa Kalan B.O,124508,Jhajjar,JHAJJAR,HARYANA
Kherka Musalman(45),Dulhera B.O,124508,Bahadurgarh,JHAJJAR,HARYANA
Nindana(107),Nindana S.O,124513,Maham,ROHTAK,HARYANA
Kherainti(96),Kharainti B.O,124514,Maham,ROHTAK,HARYANA
Samargopalpur kalan,Samargopalpur B.O,124514,Rohtak,ROHTAK,HARYANA
Sunderpur(91),Sunderpur B.O,124514,Rohtak,ROHTAK,HARYANA
Bainsi(109),Bainsi B.O,124514,Maham,ROHTAK,HARYANA
Chiri(91),Chiri B.O,124514,Rohtak,ROHTAK,HARYANA
Lakhan Majra(95),Lakhan Majra S.O,124514,Maham,ROHTAK,HARYANA
Indergarh,Chandi B.O,124514,Maham,ROHTAK,HARYANA
Chandi(93),Chandi B.O,124514,Maham,ROHTAK,HARYANA
Gurauthi(92),Gharauthi B.O,124514,Rohtak,ROHTAK,HARYANA
Nandal(94),Nandal B.O,124514,Rohtak,ROHTAK,HARYANA
Singhpura-Khurd,Singhpura Kalan B.O,124514,Rohtak,ROHTAK,HARYANA
Titoli(88),Titauli B.O,124514,Rohtak,ROHTAK,HARYANA
Singhpura(92),Singhpura Kalan B.O,124514,Rohtak,ROHTAK,HARYANA
Bhagotipur(89),Bhagwatipur B.O,124514,Rohtak,ROHTAK,HARYANA
Gugaheri(111),Gugaheri B.O,124514,Maham,ROHTAK,HARYANA
Kharak Churangla(90),Bainsi B.O,124514,Rohtak,ROHTAK,HARYANA
Kharak Jatan(110),Bainsi B.O,124514,Maham,ROHTAK,HARYANA
Nidana(98),Nidana B.O,124514,Maham,ROHTAK,HARYANA
Samar Gopalpur(90),Samargopalpur B.O,124514,Rohtak,ROHTAK,HARYANA
Arya Nagar(57),Hisar H.O,125001,Hisar,HISAR,HARYANA
Bahbalpur(67),Hisar H.O,125001,Hisar,HISAR,HARYANA
Chaudhriwas(18),Hisar H.O,125001,Hisar,HISAR,HARYANA
Dobhi(25),Hisar H.O,125001,Hisar,HISAR,HARYANA
Harita (9),Hisar H.O,125001,Hisar,HISAR,HARYANA
Kheri Barki(133),Hisar H.O,125001,Hisar,HISAR,HARYANA
Koth Kalan,Hisar H.O,125001,Hisar,HISAR,HARYANA
Talwandi Rukka(2),Hisar H.O,125001,Hisar,HISAR,HARYANA
1ACBP Hissar,Hisar H.O,125001,Hisar,HISAR,HARYANA
Badya Brahman,Hisar H.O,125001,Hisar,HISAR,HARYANA
Burak,Hisar H.O,125001,Hisar,HISAR,HARYANA
C.S.F Hissar,Hisar H.O,125001,Hisar,HISAR,HARYANA
Hisar,Hisar H.O,125001,Hisar,HISAR,HARYANA
Jamni Khera(66),Hisar City S.O,125001,Hansi,HISAR,HARYANA
Balsmand(22),Hisar H.O,125001,Hisar,HISAR,HARYANA
Chakpanihar,Hisar H.O,125001,Hisar,HISAR,HARYANA
Mangali,Hisar H.O,125001,Hisar,HISAR,HARYANA
Talwandi Rana (65),Hisar H.O,125001,Hisar,HISAR,HARYANA
Chirod,Hisar H.O,125001,Hisar,HISAR,HARYANA
Gawar(19),Hisar H.O,125001,Hisar,HISAR,HARYANA
Gorchhi(20),Hisar H.O,125001,Hisar,HISAR,HARYANA
Juglan(66),Hisar H.O,125001,Hisar,HISAR,HARYANA
Kaimri(165),Hisar H.O,125001,Hisar,HISAR,HARYANA
Rawalwas Khurd(52),Hisar H.O,125001,Hisar,HISAR,HARYANA
Tokas(58),Hisar H.O,125001,Hisar,HISAR,HARYANA
Chaudhriwali,Hisar H.O,125001,Hisar,HISAR,HARYANA
Daya,Hisar H.O,125001,Hisar,HISAR,HARYANA
Kirtan(46),Hisar H.O,125001,Hisar,HISAR,HARYANA
Sundawas(48),Hisar H.O,125001,Hisar,HISAR,HARYANA
T.T.C Hissar,Hisar H.O,125001,Hisar,HISAR,HARYANA
E.B.S Hissar,Hisar H.O,125001,Hisar,HISAR,HARYANA
Sarsana(14),Hisar H.O,125001,Hisar,HISAR,HARYANA
Bandaheri(24),Hisar H.O,125001,Hisar,HISAR,HARYANA
G.L.F Hissar,Hisar H.O,125001,Hisar,HISAR,HARYANA
Kharia(47),Hisar H.O,125001,Hisar,HISAR,HARYANA
Mater Sham(170),Hisar H.O,125001,Hisar,HISAR,HARYANA
Saharwa(3),Hisar H.O,125001,Hisar,HISAR,HARYANA
Arya Nagar(57),Arya Nagar B.O,125004,Hisar,HISAR,HARYANA
E.B.S Hissar,Ebs Hisar B.O,125004,Hisar,HISAR,HARYANA
Hindwan (56),Arya Nagar B.O,125004,Hisar,HISAR,HARYANA
Muklan(59),Ha U Hisar S.O,125004,Hisar,HISAR,HARYANA
Neoli Khurd(45),Neoli Kalan B.O,125004,Adampur,HISAR,HARYANA
Kharia(47),Kharia B.O,125004,Hisar,HISAR,HARYANA
Rawalwas Kalan(51),Rawalwas Khurd B.O,125004,Hisar,HISAR,HARYANA
Shahpur(168),Ha U Hisar S.O,125004,Hisar,HISAR,HARYANA
Bandaheri(24),Bandaheri B.O,125004,Hisar,HISAR,HARYANA
Rawalwas Khurd(52),Rawalwas Khurd B.O,125004,Hisar,HISAR,HARYANA
Balsmand(22),Balsmand B.O,125004,Hisar,HISAR,HARYANA
Gangwa(166),Ha U Hisar S.O,125004,Hisar,HISAR,HARYANA
Hisar,Ha U Hisar S.O,125004,Hisar,HISAR,HARYANA
Sarsana(21),Sarsana B.O,125004,Hisar,HISAR,HARYANA
Banda Heri (24),Bandaheri B.O,125004,Hansi,HISAR,HARYANA
Bhiwani Ruhelan(50),Sarsana B.O,125004,Hisar,HISAR,HARYANA
Burak(23),Burak B.O,125004,Hisar,HISAR,HARYANA
Mater Sham(170),Mattar Sham B.O,125004,Hisar,HISAR,HARYANA
Chudhriwali(29),Chaudhariwali B.O,125004,Adampur,HISAR,HARYANA
Ludas(167),Shahpur B.O,125004,Hisar,HISAR,HARYANA
Neoli Kalan(169),Ha U Hisar S.O,125004,Hisar,HISAR,HARYANA
Sarsana(14),Sarsana B.O,125004,Hisar,HISAR,HARYANA
Dhiran Was(53),Rawalwas Khurd B.O,125004,Hisar,HISAR,HARYANA
Kirtan(46),Kirtan B.O,125004,Hisar,HISAR,HARYANA
Neoli Kalan(169),Neoli Kalan B.O,125004,Hisar,HISAR,HARYANA
Shahpur(168),Shahpur B.O,125004,Hisar,HISAR,HARYANA
Tokas(58),Tokas B.O,125004,Hisar,HISAR,HARYANA
Dobhi(25),Dobhi B.O,125004,Hisar,HISAR,HARYANA
Siswala(49),Rawalwas Khurd B.O,125004,Hisar,HISAR,HARYANA
Sundawas(48),Sundawas B.O,125004,Hisar,HISAR,HARYANA
Daha(10),Daya B.O,125005,Hisar,HISAR,HARYANA
Mirzapur(63),Mirzappur B.O,125005,Hisar,HISAR,HARYANA
Badon Pati Doyan (68),Behbalpur B.O,125005,Hisar,HISAR,HARYANA
Badon Rangran(7),Badya Brahamana B.O,125005,Hisar,HISAR,HARYANA
Juglan(66),Juglan B.O,125005,Hisar,HISAR,HARYANA
Singhran(219),Mangali B.O,125005,Hisar,HISAR,HARYANA
Badon Brahmanan(6),Badya Brahamana B.O,125005,Hisar,HISAR,HARYANA
Badon Pati Awal(69),Behbalpur B.O,125005,Hisar,HISAR,HARYANA
Bharri(8),Harita B.O,125005,Hisar,HISAR,HARYANA
Bure(4),Shaharwa B.O,125005,Hisar,HISAR,HARYANA
Hari Kot(220),Mangali B.O,125005,Hisar,HISAR,HARYANA
Kaimri(165),Kaimri B.O,125005,Hisar,HISAR,HARYANA
Mirzapur(63),Modle Town Hisar S.O,125005,Hisar,HISAR,HARYANA
Talwandi Badshahpur(1),Talwandi Rukka B.O,125005,Hisar,HISAR,HARYANA
Talwandi Rana (65),Talwandi Rana B.O,125005,Hisar,HISAR,HARYANA
Hisar,Modle Town Hisar S.O,125005,Hisar,HISAR,HARYANA
Kheri Barkesh(110),Kheri Barki B.O,125005,Hansi,HISAR,HARYANA
Mangali Surtia(159),Mangali B.O,125005,Hisar,HISAR,HARYANA
Mirka(163),Dabra B.O,125005,Hisar,HISAR,HARYANA
Chandnaud(11),Talwandi Rukka B.O,125005,Hisar,HISAR,HARYANA
Dabra(164),Dabra B.O,125005,Hisar,HISAR,HARYANA
Mangali Jhara(160),Mangali B.O,125005,Hisar,HISAR,HARYANA
Mangali Mohbat(158),Mangali B.O,125005,Hisar,HISAR,HARYANA
Nayana(148),Niyana B.O,125005,Hisar,HISAR,HARYANA
Talwandi Rukka(2),Talwandi Rukka B.O,125005,Hisar,HISAR,HARYANA
1ACBP Hissar,Iacbp Hisar B.O,125005,Hisar,HISAR,HARYANA
Dhansu(64),Dhansu B.O,125005,Hisar,HISAR,HARYANA
Dobeta(5),Shaharwa B.O,125005,Hisar,HISAR,HARYANA
Kirara(134),Kheri Barki B.O,125005,Hisar,HISAR,HARYANA
Payal(12),Talwandi Rukka B.O,125005,Hisar,HISAR,HARYANA
Dabra(164),Modle Town Hisar S.O,125005,Hisar,HISAR,HARYANA
Harita (9),Harita B.O,125005,Hisar,HISAR,HARYANA
Mangali Akalan(161),Mangali B.O,125005,Hisar,HISAR,HARYANA
Bahbalpur(67),Behbalpur B.O,125005,Hisar,HISAR,HARYANA
Behbalpur(118),Behbalpur B.O,125005,Fatehabad,FATEHABAD,HARYANA
Dhansu(64),Modle Town Hisar S.O,125005,Hisar,HISAR,HARYANA
Kheri Barki(133),Kheri Barki B.O,125005,Hisar,HISAR,HARYANA
Mangali Brahmnan(162),Mangali B.O,125005,Hisar,HISAR,HARYANA
Niyana,Modle Town Hisar S.O,125005,Hisar,HISAR,HARYANA
Saharwa(3),Shaharwa B.O,125005,Hisar,HISAR,HARYANA
Hisar,Hisar Cantt S.O,125006,Hisar,HISAR,HARYANA
Satrod Kalan(153),Satroad Kalan B.O,125006,Hisar,HISAR,HARYANA
Dahima(157),Hisar Cantt S.O,125006,Hisar,HISAR,HARYANA
Guzar(61),Dahima B.O,125006,Hisar,HISAR,HARYANA
Ladwa (156),Ladwa B.O,125006,Hisar,HISAR,HARYANA
Dhamian(29),Dahima B.O,125006,Hansi,HISAR,HARYANA
Chiraud(14),Chirod B.O,125007,Hisar,HISAR,HARYANA
Dewe(60),Muklan B.O,125007,Hisar,HISAR,HARYANA
Gangwa(166),Gangwa B.O,125007,Hisar,HISAR,HARYANA
Gawar(19),Gawar B.O,125007,Hisar,HISAR,HARYANA
Gorchhi(20),Gorchi B.O,125007,Hisar,HISAR,HARYANA
Hisar,Azad Nagar Hisar S.O,125007,Hisar,HISAR,HARYANA
Muklan(59),Muklan B.O,125007,Hisar,HISAR,HARYANA
Chaudhriwas(18),Chaudhariwas B.O,125007,Hisar,HISAR,HARYANA
Panihar Chak(17),Chakpanihar B.O,125007,Hisar,HISAR,HARYANA
Kaluwas(15),Muklan B.O,125007,Hisar,HISAR,HARYANA
Hisar,B.S.F Hisar S.O,125011,Hisar,HISAR,HARYANA
T.T.C Hissar,Ttc Hisar B.O,125011,Hisar,HISAR,HARYANA
C.S.F Hissar,C.S.F Hisar B.O,125011,Hisar,HISAR,HARYANA
G.L.F Hissar,Glf Hisar B.O,125011,Hisar,HISAR,HARYANA
A.F Hansi,Hansi S.O,125033,Hansi,HISAR,HARYANA
Bir Hansi((120),A.F. Hansi B.O,125033,Hansi,HISAR,HARYANA
Dhana Kalan,Dhana Kalan B.O,125033,Hansi,HISAR,HARYANA
Dhanderi(117),Dhanderi B.O,125033,Hansi,HISAR,HARYANA
Hansi,Hansi S.O,125033,Hansi,HISAR,HARYANA
Khokha(28),Khokha B.O,125033,Hisar,HISAR,HARYANA
Kulana(114),Kulana B.O,125033,Hansi,HISAR,HARYANA
Sindhar(22),Sindher B.O,125033,Hansi,HISAR,HARYANA
Dhana Khurd,Dhana Khurd B.O,125033,Hansi,HISAR,HARYANA
Hansi (Rural)(119),Hansi S.O,125033,Hansi,HISAR,HARYANA
Sorkhi(130),Sorkhi B.O,125033,Hansi,HISAR,HARYANA
Thurana(103),Thurana B.O,125033,Hansi,HISAR,HARYANA
A.F Hansi,A.F. Hansi B.O,125033,Hansi,HISAR,HARYANA
Dhana Khurd,Hansi S.O,125033,Hansi,HISAR,HARYANA
Shala Dheri(86),Hansi S.O,125033,Hansi,HISAR,HARYANA
Sheikhpura(121),Shaikhpura B.O,125033,Hansi,HISAR,HARYANA
Sultanpur(138),Sultanpur B.O,125033,Hansi,HISAR,HARYANA
Dhana(128),Dhana Kalan B.O,125033,Hansi,HISAR,HARYANA
Ghuskani(64),Hansi S.O,125033,Hansi,HISAR,HARYANA
Kharkhari(27),Kharkari B.O,125033,Hisar,HISAR,HARYANA
Mehanda(129),Mehanda B.O,125033,Hansi,HISAR,HARYANA
Petwar (92),Petwar B.O,125033,Narnaund,HISAR,HARYANA
Depal (118),Dhanderi B.O,125033,Hansi,HISAR,HARYANA
Dhana Kalan,Hansi S.O,125033,Hansi,HISAR,HARYANA
Ghirai(24),Ghirai B.O,125033,Hansi,HISAR,HARYANA
Hajampur(135),Hazampur B.O,125033,Hansi,HISAR,HARYANA
Jamawari(122),Jamauri B.O,125033,Hansi,HISAR,HARYANA
Ramayan (116),Dhanderi B.O,125033,Hansi,HISAR,HARYANA
Dhani Peerawali,Hansi S.O,125033,Hansi,HISAR,HARYANA
Garhi(139),Garhi B.O,125033,Hansi,HISAR,HARYANA
Kajal(106),Hansi S.O,125033,Hansi,HISAR,HARYANA
Khanpur(21),Sindher B.O,125033,Hansi,HISAR,HARYANA
Dhani Peerawali,Dhani Peeranwali B.O,125033,Hansi,HISAR,HARYANA
Khumba(125),Kumbha B.O,125033,Hansi,HISAR,HARYANA
Tharwa(84),Hansi S.O,125033,Hansi,HISAR,HARYANA
Bhatla(113),Bhatla B.O,125033,Hansi,HISAR,HARYANA
Channot(112),Chanot B.O,125033,Hansi,HISAR,HARYANA
Putthi Mangalkhan(136),Puthimangal Khan B.O,125033,Hansi,HISAR,HARYANA
Umra(137),Umra B.O,125033,Hansi,HISAR,HARYANA
Mazadpur(31),Muzadpur B.O,125037,Hansi,HISAR,HARYANA
Muzaspur,Nalwa S.O,125037,Hisar,HISAR,HARYANA
Balawas(32),Muzadpur B.O,125037,Hisar,HISAR,HARYANA
Kanwari,Nalwa S.O,125037,Hisar,HISAR,HARYANA
Kanwari(30),Kanwari B.O,125037,Hansi,HISAR,HARYANA
Nalwa(33),Nalwa S.O,125037,Hisar,HISAR,HARYANA
Kagsar,Khanda Kheri S.O,125038,Hansi,HISAR,HARYANA
Dharam Kheri(65),Khanda Kheri S.O,125038,Hansi,HISAR,HARYANA
Sulchani,Khanda Kheri S.O,125038,Hansi,HISAR,HARYANA
Sulchani (69),Sulchani B.O,125038,Narnaund,HISAR,HARYANA
Bhaklana(94),Bhaklana B.O,125038,Hansi,HISAR,HARYANA
Kagsar (68),Kagasar B.O,125038,Narnaund,HISAR,HARYANA
Ugalan (93),Khanda Kheri S.O,125038,Hansi,HISAR,HARYANA
Dharam Kheri(65),Dharam Kheri B.O,125038,Hansi,HISAR,HARYANA
Khanda Kheri(67),Khanda Kheri S.O,125038,Hansi,HISAR,HARYANA
Bhaklana,Khanda Kheri S.O,125038,Hansi,HISAR,HARYANA
Ugalan (93),Ugalan B.O,125038,Hansi,HISAR,HARYANA
Gamra (80),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Kheri Roj (72),Milakpur B.O,125039,Narnaund,HISAR,HARYANA
Kinnar(5),Nara B.O,125039,Narnaund,HISAR,HARYANA
Luhari Ragho (82),Lohari Ragho B.O,125039,Narnaund,HISAR,HARYANA
Luhari Ragho (82),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Majra (104),Majra B.O,125039,Narnaund,HISAR,HARYANA
Moth,Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Narnaund,Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Raj Thal (70),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Rakhi Shahpur (81),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Bheni Amirpur (71),Bhaini Amirpur B.O,125039,Narnaund,HISAR,HARYANA
Haibatpur (79),Haibatpur B.O,125039,Narnaund,HISAR,HARYANA
Koth Khurd (3),Koth Khurd B.O,125039,Narnaund,HISAR,HARYANA
Madha (105),Madha B.O,125039,Narnaund,HISAR,HARYANA
Madha (105),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Nara (4),Nara B.O,125039,Narnaund,HISAR,HARYANA
Sotha,Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Koth Kalan (2),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Bheni Amirpur (71),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Budana (89),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Kheri Jalab,Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Koth Khurd (3),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Sotha(11),Sotha B.O,125039,Hisar,HISAR,HARYANA
Gamra (80),Gamra B.O,125039,Narnaund,HISAR,HARYANA
Kapro (7),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Nara (4),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Narnaund (Rural) (91),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Rakhi Shahpur (81),Rakhi Shahpur B.O,125039,Narnaund,HISAR,HARYANA
Budana (89),Budana B.O,125039,Narnaund,HISAR,HARYANA
Kheri Lochap (77),Kheri Jalab B.O,125039,Narnaund,HISAR,HARYANA
Mirchpur (75),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Raj Thal (70),Rajthal B.O,125039,Narnaund,HISAR,HARYANA
Rakhi Khas (76),Rakhi Shahpur B.O,125039,Narnaund,HISAR,HARYANA
Milakpur (74),Milakpur B.O,125039,Narnaund,HISAR,HARYANA
Milakpur (74),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Moth Karnail Shab(87),Moth B.O,125039,Narnaund,HISAR,HARYANA
Moth Rangran (88),Moth B.O,125039,Narnaund,HISAR,HARYANA
Haibatpur (79),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Kapro (7),Kapro B.O,125039,Narnaund,HISAR,HARYANA
Kheri Jalib (78),Kheri Jalab B.O,125039,Narnaund,HISAR,HARYANA
Kheri Shioran (73),Kheri Jalab B.O,125039,Narnaund,HISAR,HARYANA
Majra (104),Narnaund S.O,125039,Narnaund,HISAR,HARYANA
Mirchpur (75),Mirchpur B.O,125039,Narnaund,HISAR,HARYANA
Bhatol Jatan (10),Bass S.O,125042,Hansi,HISAR,HARYANA
Singhwa,Singhwa B.O,125042,Hansi,HISAR,HARYANA
Singhwa Ragho(23),Singhwa B.O,125042,Hansi,HISAR,HARYANA
Sisar(100),Kharbala B.O,125042,Hansi,HISAR,HARYANA
Bass Akbarpur(96),Bass S.O,125042,Hansi,HISAR,HARYANA
Bass Khurd Bejan(98),Bass S.O,125042,Hansi,HISAR,HARYANA
Khar Khara(127),Kharkhara B.O,125042,Hansi,HISAR,HARYANA
Singhwa Khas (59),Bass S.O,125042,Hansi,HISAR,HARYANA
Bad Chhapar (61),Badchhpar B.O,125042,Hansi,HISAR,HARYANA
Bad Chhapar (61),Bass S.O,125042,Hansi,HISAR,HARYANA
Khar Khara(127),Bass S.O,125042,Hansi,HISAR,HARYANA
Kharbla(99),Kharbala B.O,125042,Hansi,HISAR,HARYANA
Madan Heri (58),Madanheri B.O,125042,Hansi,HISAR,HARYANA
Puthi Saman (60),Bass S.O,125042,Hansi,HISAR,HARYANA
Badala(102),Bass S.O,125042,Hansi,HISAR,HARYANA
Bass Azam Shahpur(95),Bass S.O,125042,Hansi,HISAR,HARYANA
Bhatol Jatan (10),Bhatol Jattan B.O,125042,Hansi,HISAR,HARYANA
Kharbla(99),Bass S.O,125042,Hansi,HISAR,HARYANA
Badala(102),Badala B.O,125042,Hansi,HISAR,HARYANA
Bhatol Rangran(126),Bhatol Jattan B.O,125042,Hansi,HISAR,HARYANA
Madan Heri (58),Bass S.O,125042,Hansi,HISAR,HARYANA
